loan_amnt,sub_grade,emp_length,verification_status,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_util,initial_list_status,installment_to_income,revol_to_income,home__MORTGAGE,home__NONE,home__OTHER,home__OWN,home__RENT,purpose__car,purpose__credit_card,purpose__debt_consolidation,purpose__educational,purpose__home_improvement,purpose__house,purpose__major_purchase,purpose__medical,purpose__moving,purpose__other,purpose__renewable_energy,purpose__small_business,purpose__vacation,purpose__wedding,expected,predict
3200,12,4.0,1,23.31,2,2,17,0.754,0,0.021918688524590158,3.0092459016393445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
10000,4,1.0,0,30.72,0,0,11,0.626,0,0.10728342857142856,5.130514285714286,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
13475,16,10.0,1,29.95,0,2,12,0.35600000000000004,0,0.12055999999999999,0.57775,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
15000,17,3.0,1,13.2,0,1,15,0.856,0,0.059562545454545465,1.8954545454545453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
20000,11,6.0,0,22.38,0,1,7,0.9079999999999999,0,0.10857760000000001,3.12768,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
5000,13,10.0,0,17.67,0,6,18,0.517,1,0.023373333333333336,1.2752,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,BAD
25000,9,10.0,0,11.58,1,1,15,0.3720000000000001,0,0.15700761904761906,6.28952380952381,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20000,19,10.0,0,7.29,0,1,9,0.6459999999999999,0,0.146726,2.5188,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
35000,17,7.0,0,31.09,1,0,12,0.8029999999999999,0,0.1054311724137931,5.526455172413793,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,4,8.0,1,8.26,0,0,20,0.381,0,0.03246365217391305,3.5099478260869565,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
7000,17,10.0,1,2.4,0,1,9,0.9129999999999999,0,0.02050583333333333,0.7228333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
4600,17,1.0,0,25.21,0,0,13,0.925,0,0.08660416666666668,2.986458333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10400,7,4.0,0,18.14,0,1,7,0.669,0,0.08418862461220268,2.3937952430196483,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9000,8,6.0,1,20.82,0,1,11,0.805,0,0.059889999999999985,4.6706,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,4,6.0,1,5.21,0,1,6,0.344,0,0.042913714285714284,0.9012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
3300,5,10.0,0,29.4,0,1,9,0.659,0,0.041916,10.8536,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,14,10.0,1,14.68,1,2,13,0.71,0,0.05776472727272727,2.2068,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,5,10.0,0,7.17,1,0,6,0.17600000000000002,0,0.03217542857142857,0.4986857142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,7,4.0,1,11.09,0,2,14,0.259,0,0.09320285714285713,3.6357142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2800,4,10.0,0,18.78,0,0,6,0.9590000000000001,0,0.02022,5.689384615384616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
25600,15,2.0,0,18.01,0,2,10,0.743,0,0.08847737704918032,3.4189180327868853,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8000,6,0.5,0,20.93,0,2,9,0.7140000000000001,0,0.1241952,4.7668800000000005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
18000,12,3.0,1,11.49,0,1,10,0.61,0,0.07674122448979592,1.9873469387755105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9000,6,6.0,0,8.88,0,3,11,0.369,0,0.07717333333333333,3.1216,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6400,10,7.0,1,9.28,0,3,10,0.46399999999999997,0,0.043804,1.2896,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12500,4,3.0,1,24.15,0,0,6,0.847,0,0.14441723076923074,2.7537230769230767,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,14,1.0,1,2.81,0,3,2,0.68,0,0.0708525,1.376625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7800,10,0.5,0,12.5,0,1,9,0.8079999999999999,1,0.051663870967741936,1.7819999999999998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
14000,6,4.0,1,13.69,0,0,13,0.32299999999999995,0,0.08020444444444444,1.1363555555555556,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1750,8,0.5,1,7.21,0,0,4,0.83,0,0.008125116279069767,0.15055813953488373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
10000,14,6.0,0,19.92,0,1,14,0.58,0,0.12103199999999999,6.0603428571428575,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8400,3,10.0,1,23.63,0,3,14,0.449,0,0.08725333333333334,6.324666666666666,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
25000,31,10.0,0,13.07,0,1,4,0.0,0,0.16929636363636366,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GOOD,BAD
2650,7,2.0,1,2.9,0,0,5,0.125,0,0.022149460708782744,0.2411402157164869,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
15000,6,1.0,0,6.52,0,1,9,0.6609999999999999,0,0.048338,1.1175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
4000,5,1.0,0,19.18,0,0,5,0.8540000000000001,0,0.09861801242236024,5.904503105590062,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8750,10,2.0,1,12.04,0,0,7,0.564,0,0.059532,1.2522,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
25000,15,10.0,0,20.66,2,1,18,0.6759999999999999,1,0.10225028571428572,4.409714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
22800,4,5.0,0,22.31,0,0,14,0.633,0,0.08153371428571428,3.559885714285714,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
29100,17,8.0,0,22.37,0,1,11,0.618,0,0.17535942857142858,2.371542857142857,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7500,11,10.0,1,17.15,0,3,8,0.395,0,0.052276551724137935,0.7603448275862069,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7200,18,10.0,0,7.09,3,1,13,0.409,1,0.04383666666666666,1.254,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,BAD
10000,18,3.0,0,17.1,0,0,11,0.647,0,0.07281458333333334,1.4152083333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
6000,17,1.0,1,6.92,0,1,6,0.359,0,0.08736000000000001,1.9964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
3300,10,10.0,1,6.7,0,2,5,0.718,0,0.027105599999999997,0.79296,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
23500,13,0.0,0,23.3,0,2,14,0.546,0,0.18653886792452828,4.736150943396226,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
14125,13,8.0,0,28.44,0,2,19,0.8029999999999999,1,0.08526537815849511,4.643450561749387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
5000,12,0.5,0,8.13,0,1,7,0.375,1,0.07737333333333334,2.3142222222222224,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8000,9,1.0,0,20.57,0,0,7,0.535,0,0.11570571428571427,2.7518571428571432,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
13200,9,6.0,1,11.84,1,0,7,0.7070000000000001,0,0.07931980056980056,3.3847934472934478,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
35000,20,1.0,0,13.36,1,2,11,0.593,0,0.07935157894736843,0.5164421052631579,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,12,10.0,1,16.02,0,0,8,0.643,0,0.047749714285714284,3.0072,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12000,5,10.0,0,12.76,0,0,11,0.4320000000000001,0,0.03769632456316529,10.717011448081943,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
5000,4,5.0,0,23.26,0,0,10,0.588,0,0.02479097895265006,1.9429054321704915,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,6,7.0,0,18.12,0,0,10,0.306,0,0.038936,0.3422,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
17000,12,4.0,1,20.89,0,0,17,0.873,0,0.09259105263157896,2.4541578947368423,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
25000,15,10.0,0,30.33,2,1,13,0.785,0,0.16517353846153848,3.8913230769230767,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
12000,8,6.0,1,15.11,0,1,15,0.46799999999999997,0,0.14598750000000002,7.54875,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
3500,5,5.0,1,15.21,0,0,9,0.522,0,0.044456,2.7972,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
4700,22,5.0,1,25.36,0,0,12,0.599,1,0.13280999999999998,9.48525,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
6600,5,5.0,1,9.62,1,0,12,0.20800000000000002,0,0.034408333333333325,1.9315,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
11700,8,7.0,0,16.94,0,0,8,0.43799999999999994,1,0.13739294117647058,0.8043529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
10000,17,6.0,0,8.43,0,0,5,0.9590000000000001,0,0.09477066666666667,2.428533333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
18000,17,0.0,0,4.06,0,0,6,0.7809999999999999,0,0.047649454545454537,2.0728727272727268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GOOD,GOOD
8000,2,2.0,0,23.44,0,1,21,0.228,0,0.0295368,0.5192399999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GOOD,GOOD
9500,11,0.5,0,10.49,1,0,9,0.619,0,0.13910114275967936,3.565580760702712,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
10200,4,0.5,0,16.77,0,1,9,0.861,0,0.054714857142857135,2.4493714285714288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
24000,33,0.5,1,16.62,0,9,6,0.0,0,0.08623391999999999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
6200,8,2.0,0,26.87,0,2,6,0.807,0,0.10762956521739132,2.441217391304348,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7600,10,2.0,0,28.66,1,0,12,0.496,0,0.03251125,1.115625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
6400,5,10.0,1,13.41,0,2,12,0.46,0,0.038833757961783434,3.4092993630573254,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1300,4,1.0,1,9.72,0,0,5,0.887,0,0.011906341463414634,1.8948292682926828,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
11300,12,10.0,1,21.29,1,1,14,0.785,0,0.09959833935261754,4.013399939244608,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
20000,20,0.0,0,28.13,0,0,14,0.937,1,0.10969333333333334,2.9432592592592592,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
4200,2,10.0,1,21.91,0,0,6,0.638,0,0.04421485714285714,1.3117714285714286,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
12000,12,7.0,0,8.42,0,2,10,0.76,0,0.041394,1.2987,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20000,10,1.0,0,21.76,0,0,20,0.695,0,0.1088576,5.45552,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
8400,3,10.0,1,8.57,0,1,9,0.467,0,0.06544,2.70925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
7125,11,6.0,0,18.24,0,0,9,0.6859999999999999,0,0.035586909090909086,0.4789818181818182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
20000,4,10.0,0,13.71,0,0,9,0.172,0,0.18700939496429916,5.412100714017288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1000,14,3.0,1,21.91,0,1,3,0.583,0,0.015130434782608696,0.32956521739130434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
15000,18,9.0,1,12.65,0,0,6,0.894,0,0.10365142857142856,2.2135238095238097,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
7200,4,1.0,0,12.38,0,2,11,0.579,0,0.041865,0.934125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
11600,11,3.0,0,22.25,0,0,5,0.5589999999999999,0,0.10622133333333332,3.7312,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
4400,7,1.0,0,12.09,0,0,7,0.5529999999999999,1,0.019246666666666662,0.9810666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
18000,16,2.0,0,24.53,0,1,17,0.9229999999999999,0,0.10589260273972602,3.3823561643835616,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
8000,16,5.0,1,13.22,0,0,9,0.7290000000000001,0,0.0677784,1.2254399999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
15850,19,7.0,0,24.41,1,2,17,0.40399999999999997,0,0.17016585365853654,2.565073170731708,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
1000,4,0.0,0,12.75,0,0,3,0.13699999999999998,0,0.039125,1.19625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
10200,9,1.0,1,6.85,0,0,5,0.602,1,0.0809929411764706,3.3560000000000003,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,18,4.0,1,5.4,0,0,5,0.573,0,0.11056825396825397,1.5292063492063492,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
9000,18,4.0,0,11.32,0,0,9,0.763,0,0.07375529411764704,1.2207058823529409,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD,BAD
9000,1,2.0,0,21.28,0,1,14,0.161,0,0.0438272,1.40624,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6500,5,0.5,0,31.45,0,2,14,0.609,0,0.0344,10.310833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,7,5.0,1,8.86,0,1,8,0.561,0,0.07517076923076924,1.6693846153846157,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
13000,7,10.0,1,12.77,0,0,8,0.20800000000000002,0,0.10383918367346938,0.7378775510204082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
10000,8,10.0,0,16.48,0,0,10,0.6890000000000001,0,0.07289476584022038,2.1573553719008265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
8125,8,1.0,0,30.08,0,0,16,0.262,0,0.09541411764705883,2.167058823529412,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,4,1.0,1,7.15,0,0,6,0.836,0,0.06052281081081081,1.8656432432432437,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
3500,2,10.0,1,0.46,1,0,10,0.028999999999999998,0,0.012282285714285713,0.18114285714285716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
12000,11,4.0,1,11.16,0,1,8,0.639,0,0.08056,3.1956,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
11000,13,7.0,1,19.71,0,2,16,0.8059999999999999,0,0.11018571428571426,4.099142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,6,0.0,0,23.5,0,3,7,0.838,0,0.097028,8.0772,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
17500,11,7.0,0,11.15,0,0,9,0.7509999999999999,0,0.16388727272727271,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
10000,7,10.0,1,8.66,0,1,7,0.40399999999999997,0,0.10359789473684212,1.9272631578947368,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1500,14,10.0,0,19.2,1,1,8,0.9129999999999999,0,0.015175609756097563,2.0001951219512195,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
11200,8,10.0,0,18.93,0,0,11,0.83,0,0.040652727272727264,3.824727272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,GOOD
7750,19,3.0,0,21.52,0,1,9,0.39299999999999996,1,0.113716,1.8872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
7200,2,3.0,0,16.86,0,0,15,0.15,0,0.043672,0.8986,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,4,5.0,1,9.66,0,3,14,0.387,0,0.04989966101694915,5.641016949152544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
18775,8,10.0,0,14.51,0,0,14,0.409,0,0.13881777777777776,5.198222222222221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
10000,8,5.0,0,28.4,0,0,16,0.8109999999999999,0,0.053235199999999996,1.59136,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
20000,9,10.0,0,18.57,0,0,15,0.502,0,0.078633786407767,1.8378640776699031,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2000,2,2.0,1,5.08,0,2,6,0.21,0,0.025275,2.5004166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
15000,12,10.0,1,16.69,1,1,16,0.614,0,0.050618,2.6519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
2500,9,10.0,1,15.05,0,0,12,0.7759999999999999,0,0.014029714285714286,2.807314285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
1500,9,9.0,1,19.78,1,2,7,0.597,0,0.010026,0.203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GOOD,BAD
10000,11,1.0,0,23.64,0,3,10,0.7859999999999999,0,0.11424579124579125,2.5663299663299664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,12,10.0,1,18.05,0,0,6,0.953,0,0.06209039999999999,6.4626,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9075,4,6.0,1,20.95,0,0,13,0.467,0,0.03984705882352941,6.592658823529412,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
12250,5,7.0,0,21.02,0,0,7,0.843,0,0.13336457142857144,6.3582857142857145,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
11000,13,1.0,0,7.63,0,0,5,0.755,0,0.12854999999999994,2.543,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
17400,10,7.0,1,12.47,0,0,7,0.67,0,0.08456341463414635,3.8907804878048777,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
4000,10,0.0,0,12.45,0,3,4,0.366,0,0.041067,2.4684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BAD,BAD
20000,8,10.0,0,29.41,1,0,14,0.49,0,0.13090622950819672,3.307672131147541,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
6000,5,0.0,1,0.0,0,0,4,0.0,0,0.0514501096491228,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
14000,8,7.0,1,11.57,0,0,11,0.184,0,0.0547008,0.30708,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9750,10,0.0,0,23.17,0,0,10,0.743,0,0.13806620689655172,3.9024827586206903,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
3600,8,10.0,0,14.68,0,0,4,0.616,0,0.03342697674418605,0.9803720930232558,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,GOOD
8900,7,3.0,1,2.28,0,0,3,0.255,0,0.029606185567010307,0.6205154639175258,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
11000,11,4.0,1,23.69,0,1,10,0.6859999999999999,0,0.12982260869565218,3.767652173913044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
15000,20,5.0,0,3.13,0,0,4,0.919,0,0.10203187499999998,2.239125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
3200,14,5.0,0,22.39,1,0,6,0.485,0,0.030533333333333326,1.1319444444444444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
18000,15,10.0,0,14.29,0,0,13,0.7040000000000001,0,0.07841616637402614,3.2687701737969315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
13000,19,2.0,1,15.14,0,0,7,0.5670000000000001,0,0.10503461538461537,1.5936923076923075,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
2800,11,7.0,1,7.83,0,2,4,0.879,0,0.031670000000000004,0.205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
4000,8,8.0,1,16.74,1,2,10,0.21600000000000005,0,0.02716127917026793,0.747381158167675,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
2000,10,0.5,1,6.97,0,0,5,0.41,0,0.032333005893909625,2.8379174852652262,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
8000,9,10.0,0,19.02,0,0,15,0.40700000000000003,0,0.035311011235955064,3.551325842696629,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
10000,26,4.0,1,4.32,0,0,3,0.9990000000000001,0,0.09899736842105264,0.7094736842105264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
5000,5,0.5,0,6.16,0,0,5,0.785,0,0.06350800000000001,2.668,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD,GOOD
8300,11,5.0,1,20.09,0,3,17,0.462,0,0.04384769230769231,2.0332307692307694,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
7750,8,5.0,0,15.17,0,0,11,0.5579999999999999,0,0.1237728,3.8836800000000005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
14000,7,4.0,1,15.27,0,2,9,0.375,0,0.08705088000000001,1.24512,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
7125,4,9.0,0,15.58,0,0,6,0.765,0,0.05145,1.873846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GOOD,BAD
10000,13,10.0,1,5.91,0,0,6,0.8240000000000001,0,0.0630793846153846,2.009723076923077,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,BAD
20000,12,5.0,1,16.89,0,0,5,0.9079999999999999,0,0.1592053846153846,5.4276923076923085,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GOOD,BAD
1925,5,2.0,0,22.77,0,2,20,0.5760000000000001,0,0.008838072289156626,4.6990843373493965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GOOD,GOOD
19200,5,6.0,1,22.27,1,1,17,0.08,0,0.044339636363636366,0.4213818181818182,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GOOD,GOOD
9000,13,10.0,0,18.52,0,2,14,0.602,0,0.063106,4.6930000000000005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAD,BAD
